sectperf;unit;geo;time;values
Government sector;Percentage of gross domestic product (GDP);Czechia;2015-01-01;0.39
Government sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2015-01-01;0.41
Government sector;Percentage of gross domestic product (GDP);Denmark;2015-01-01;0.07
Government sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2015-01-01;0.28
Government sector;Percentage of gross domestic product (GDP);Estonia;2015-01-01;0.16
Government sector;Percentage of gross domestic product (GDP);Greece;2015-01-01;0.27
Government sector;Percentage of gross domestic product (GDP);Spain;2015-01-01;0.23
Government sector;Percentage of gross domestic product (GDP);European Union (current composition);2015-01-01;0.24
Government sector;Percentage of gross domestic product (GDP);Finland;2015-01-01;0.24
Government sector;Percentage of gross domestic product (GDP);France;2015-01-01;0.29
Government sector;Percentage of gross domestic product (GDP);Croatia;2015-01-01;0.21
Government sector;Percentage of gross domestic product (GDP);Hungary;2015-01-01;0.18
Government sector;Percentage of gross domestic product (GDP);Ireland;2015-01-01;0.05
Government sector;Percentage of gross domestic product (GDP);Iceland;2015-01-01;0.1
Government sector;Percentage of gross domestic product (GDP);Italy;2015-01-01;0.18
Government sector;Percentage of gross domestic product (GDP);Japan;2015-01-01;0.26
Government sector;Percentage of gross domestic product (GDP);South Korea;2015-01-01;0.5
Government sector;Percentage of gross domestic product (GDP);Lithuania;2015-01-01;0.18
Government sector;Percentage of gross domestic product (GDP);Luxembourg;2015-01-01;0.38
Government sector;Percentage of gross domestic product (GDP);Latvia;2015-01-01;0.16
Government sector;Percentage of gross domestic product (GDP);Montenegro;2015-01-01;0.07
Government sector;Percentage of gross domestic product (GDP);"Former Yugoslav Republic of Macedonia; the";2015-01-01;0.06
Government sector;Percentage of gross domestic product (GDP);Malta;2015-01-01;0.12
Government sector;Percentage of gross domestic product (GDP);Netherlands;2015-01-01;0.24
Government sector;Percentage of gross domestic product (GDP);Norway;2015-01-01;0.29
Government sector;Percentage of gross domestic product (GDP);Poland;2015-01-01;0.24
Government sector;Percentage of gross domestic product (GDP);Portugal;2015-01-01;0.08
Government sector;Percentage of gross domestic product (GDP);Romania;2015-01-01;0.19
Government sector;Percentage of gross domestic product (GDP);Serbia;2015-01-01;0.24
Government sector;Percentage of gross domestic product (GDP);Russia;2015-01-01;0.34
Government sector;Percentage of gross domestic product (GDP);Sweden;2015-01-01;0.11
Government sector;Percentage of gross domestic product (GDP);Slovenia;2015-01-01;0.3
Government sector;Percentage of gross domestic product (GDP);Slovakia;2015-01-01;0.33
Government sector;Percentage of gross domestic product (GDP);Turkey;2015-01-01;0.09
Government sector;Percentage of gross domestic product (GDP);United Kingdom;2015-01-01;0.11
Government sector;Percentage of gross domestic product (GDP);United States;2015-01-01;0.31
Higher education sector;Percentage of gross domestic product (GDP);Austria;2015-01-01;0.72
Higher education sector;Percentage of gross domestic product (GDP);Belgium;2015-01-01;0.5
Higher education sector;Percentage of gross domestic product (GDP);Bulgaria;2015-01-01;0.05
Higher education sector;Percentage of gross domestic product (GDP);Switzerland;2015-01-01;0.9
Higher education sector;Percentage of gross domestic product (GDP);Cyprus;2015-01-01;0.24
Higher education sector;Percentage of gross domestic product (GDP);Czechia;2015-01-01;0.48
Higher education sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2015-01-01;0.5
Higher education sector;Percentage of gross domestic product (GDP);Denmark;2015-01-01;1.04
Higher education sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2015-01-01;0.47
Higher education sector;Percentage of gross domestic product (GDP);Estonia;2015-01-01;0.61
Higher education sector;Percentage of gross domestic product (GDP);Greece;2015-01-01;0.36
Higher education sector;Percentage of gross domestic product (GDP);Spain;2015-01-01;0.34
Higher education sector;Percentage of gross domestic product (GDP);European Union (current composition);2015-01-01;0.47
Higher education sector;Percentage of gross domestic product (GDP);Finland;2015-01-01;0.71
Higher education sector;Percentage of gross domestic product (GDP);France;2015-01-01;0.5
Higher education sector;Percentage of gross domestic product (GDP);Croatia;2015-01-01;0.2
Higher education sector;Percentage of gross domestic product (GDP);Hungary;2015-01-01;0.17
Higher education sector;Percentage of gross domestic product (GDP);Ireland;2015-01-01;0.29
Higher education sector;Percentage of gross domestic product (GDP);Iceland;2015-01-01;0.65
Higher education sector;Percentage of gross domestic product (GDP);Italy;2015-01-01;0.34
Higher education sector;Percentage of gross domestic product (GDP);Japan;2015-01-01;0.4
Higher education sector;Percentage of gross domestic product (GDP);South Korea;2015-01-01;0.38
Higher education sector;Percentage of gross domestic product (GDP);Lithuania;2015-01-01;0.58
Higher education sector;Percentage of gross domestic product (GDP);Luxembourg;2015-01-01;0.24
Higher education sector;Percentage of gross domestic product (GDP);Latvia;2015-01-01;0.31
Higher education sector;Percentage of gross domestic product (GDP);Montenegro;2015-01-01;0.17
Higher education sector;Percentage of gross domestic product (GDP);"Former Yugoslav Republic of Macedonia; the";2015-01-01;0.3
Higher education sector;Percentage of gross domestic product (GDP);Malta;2015-01-01;0.24
Higher education sector;Percentage of gross domestic product (GDP);Netherlands;2015-01-01;0.64
Higher education sector;Percentage of gross domestic product (GDP);Norway;2015-01-01;0.6
Higher education sector;Percentage of gross domestic product (GDP);Poland;2015-01-01;0.29
Higher education sector;Percentage of gross domestic product (GDP);Portugal;2015-01-01;0.57
Higher education sector;Percentage of gross domestic product (GDP);Romania;2015-01-01;0.09
Higher education sector;Percentage of gross domestic product (GDP);Serbia;2015-01-01;0.35
Higher education sector;Percentage of gross domestic product (GDP);Russia;2015-01-01;0.11
Higher education sector;Percentage of gross domestic product (GDP);Sweden;2015-01-01;0.87
Higher education sector;Percentage of gross domestic product (GDP);Slovenia;2015-01-01;0.22
Higher education sector;Percentage of gross domestic product (GDP);Slovakia;2015-01-01;0.51
Higher education sector;Percentage of gross domestic product (GDP);Turkey;2015-01-01;0.35
Higher education sector;Percentage of gross domestic product (GDP);United Kingdom;2015-01-01;0.42
Higher education sector;Percentage of gross domestic product (GDP);United States;2015-01-01;0.37
Private non-profit sector;Percentage of gross domestic product (GDP);Austria;2015-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Belgium;2015-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Bulgaria;2015-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Switzerland;2015-01-01;0.05
Private non-profit sector;Percentage of gross domestic product (GDP);Cyprus;2015-01-01;0.07
Private non-profit sector;Percentage of gross domestic product (GDP);Czechia;2015-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2015-01-01;NA
Private non-profit sector;Percentage of gross domestic product (GDP);Denmark;2015-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Euro area (19 countries);2015-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Estonia;2015-01-01;0.03
Private non-profit sector;Percentage of gross domestic product (GDP);Greece;2015-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Spain;2015-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);European Union (current composition);2015-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Finland;2015-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);France;2015-01-01;0.03
Private non-profit sector;Percentage of gross domestic product (GDP);Croatia;2015-01-01;NA
Private non-profit sector;Percentage of gross domestic product (GDP);Italy;2015-01-01;0.04
Private non-profit sector;Percentage of gross domestic product (GDP);Japan;2015-01-01;0.04
Private non-profit sector;Percentage of gross domestic product (GDP);South Korea;2015-01-01;0.07
Private non-profit sector;Percentage of gross domestic product (GDP);Montenegro;2015-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);"Former Yugoslav Republic of Macedonia; the";2015-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Netherlands;2015-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Poland;2015-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Portugal;2015-01-01;0.02
Private non-profit sector;Percentage of gross domestic product (GDP);Romania;2015-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Serbia;2015-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Russia;2015-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Sweden;2015-01-01;0.01
Private non-profit sector;Percentage of gross domestic product (GDP);Slovenia;2015-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);Slovakia;2015-01-01;0
Private non-profit sector;Percentage of gross domestic product (GDP);United Kingdom;2015-01-01;0.03
Private non-profit sector;Percentage of gross domestic product (GDP);United States;2015-01-01;0.11
All sectors;Percentage of gross domestic product (GDP);Austria;2015-01-01;3.05
All sectors;Percentage of gross domestic product (GDP);Belgium;2015-01-01;2.46
All sectors;Percentage of gross domestic product (GDP);Bulgaria;2015-01-01;0.96
All sectors;Percentage of gross domestic product (GDP);Switzerland;2015-01-01;3.37
All sectors;Percentage of gross domestic product (GDP);Cyprus;2015-01-01;0.48
All sectors;Percentage of gross domestic product (GDP);Czechia;2015-01-01;1.93
All sectors;Percentage of gross domestic product (GDP);Germany (until 1990 former territory of the FRG);2015-01-01;2.91
All sectors;Percentage of gross domestic product (GDP);Denmark;2015-01-01;3.06
All sectors;Percentage of gross domestic product (GDP);Euro area (19 countries);2015-01-01;2.13
All sectors;Percentage of gross domestic product (GDP);Estonia;2015-01-01;1.47
All sectors;Percentage of gross domestic product (GDP);Greece;2015-01-01;0.96
All sectors;Percentage of gross domestic product (GDP);Spain;2015-01-01;1.22
All sectors;Percentage of gross domestic product (GDP);European Union (current composition);2015-01-01;2.04
All sectors;Percentage of gross domestic product (GDP);Finland;2015-01-01;2.9
All sectors;Percentage of gross domestic product (GDP);France;2015-01-01;2.27
All sectors;Percentage of gross domestic product (GDP);Croatia;2015-01-01;0.84
All sectors;Percentage of gross domestic product (GDP);Hungary;2015-01-01;1.36
All sectors;Percentage of gross domestic product (GDP);Ireland;2015-01-01;1.19
All sectors;Percentage of gross domestic product (GDP);Iceland;2015-01-01;2.12
All sectors;Percentage of gross domestic product (GDP);Italy;2015-01-01;1.34
All sectors;Percentage of gross domestic product (GDP);Japan;2015-01-01;3.28
All sectors;Percentage of gross domestic product (GDP);South Korea;2015-01-01;4.22
All sectors;Percentage of gross domestic product (GDP);Lithuania;2015-01-01;1.04
All sectors;Percentage of gross domestic product (GDP);Luxembourg;2015-01-01;1.28
All sectors;Percentage of gross domestic product (GDP);Latvia;2015-01-01;0.63
All sectors;Percentage of gross domestic product (GDP);Montenegro;2015-01-01;0.37
All sectors;Percentage of gross domestic product (GDP);"Former Yugoslav Republic of Macedonia; the";2015-01-01;0.44
All sectors;Percentage of gross domestic product (GDP);Malta;2015-01-01;0.75
All sectors;Percentage of gross domestic product (GDP);Netherlands;2015-01-01;1.98
All sectors;Percentage of gross domestic product (GDP);Norway;2015-01-01;1.93
All sectors;Percentage of gross domestic product (GDP);Poland;2015-01-01;1
All sectors;Percentage of gross domestic product (GDP);Portugal;2015-01-01;1.24
All sectors;Percentage of gross domestic product (GDP);Romania;2015-01-01;0.49
